name,population,country,page,latitude,longitude
DUY,453,DRHOKKER,365,45o20’N,10o50’E
DUYDEN,806,PEL BROLENON,309,35o45’N,14o50’W
D'VUSIDU,518,PARU'BOR,344,45o50’N,2o35’W
DYDRAJ,1574,KHYDOBAN DESERT,373,39o40’N,9o15’E
DYNAJ,4248,KHYDOBAN DESERT,379,34o0’N,9o55’E
DYTRIK,442,SKARRNA,370,42o55’N,8o20’E
EB'KAKIDO,4600,KORAK,341,44o0’N,10o20’W
EB'SARIDO,4000,DODERA,314,39o0’N,0o15’E
EDEGDEN,459,EK'GAKEL,342,45o25’N,7o5’W
EDKERDEN,419,EK'GAKEL,342,45o40’N,7o5’W
EDYR,487,SHYNABYTH,361,45o20’N,1o20’E
EHZHIMAHN,8500,ELOS DESERT,310,36o35’N,12o10’W
EJJA-VONAN,200,KHYDOBAN DESERT,380,33o0’N,10o55’E
EKOF,641,THYBAJ,367,41o25’N,4o5’E
EKTHOT,1059,SKARRNA,370,42o30’N,9o5’E
ELDEN,1025,VRANDOL,397,29o25’N,22o45’W
ELVINAR,1176,PEKAL,346,41o15’N,6o45’W
EM'HUGER,361,EK'KASEL,342,44o30’N,7o25’W
EMOSVOM,8000,ZAZAHNI,409,28o0’N,11o15’W
EMRAHN,394,AHZNOMAHN,402,29o25’N,6o15’W
ENOR,479,SLEN,340,49o10’N,1o25’W
EOWIGIA,845,COUNAI HEIGHTS,375,36o45’N,5o0’E
ERIDU,456,P'BAPAR,337,47o0’N,9o40’W
ERO-BYGANTH,360,KHYDOBAN DESERT,373,39o20’N,10o10’E
ERRA,379,THARGGY,368,38o45’N,2o25’E
ESHOJ,675,SLEN,356,48o50’N,0o5’E
ESHY,RUINS,THYBAJ,368,38o25’N,3o30’E
ETATH,388,SHYNABYTH,361,45o55’N,0o15’E
EVLDEN,557,COSDOL,290,48o45’N,13o45’W
EWDEN,400,COSDOL,289,47o0’N,14o50’W
EYVEN,1929,MENDARN,304,37o55’N,16o55’W
EZMISH,325,AHZNOMAHN,410,27o55’N,6o55’W
FABIDEN,600,P'BAPAR,337,47o30’N,10o15’W
FABIHIDU,738,KALAMAR,322,31o45’N,0o25’W
FADIDO,1501,PARU'BOR,347,43o5’N,4o0’E
FADRAK,820,KHYDOBAN DESERT,373,39o20’N,8o50’E
FAFAN,333,SHYNABYTH,356,48o5’N,0o5’E
FAFIDO,1302,TOKIS,313,39o10’N,2o10’W
FAHVEN,982,ELDOR,299,41o45’N,14o45’W
FAJEK,456,SHYNABYTH,356,46o15’N,0o5’W
FAJOF,656,KHYDOBAN DESERT,371,41o0’N,10o55’E
FAKADAWIDU,616,O'PAR,348,41o50’N,1o45’E
FAKEPONIDU,535,KALAMAR,323,33o50’N,2o40’E
FAKIDO,1187,TOKIS,312,38o45’N,3o50’W
FAKK,1051,SKARRNA,370,42o55’N,8o40’E
FAKYNTH,465,SHYNABYTH,356,46o25’N,0o45’E
FALIKIDO,4800,KALAMAR,318,35o50’N,1o45’E
FAMIDO,1997,PEKAL,347,41o30’N,5o10’E
FAN,344,KALAMAR,318,36o30’N,0o20’W
FANIRIDU,409,TOKIS,313,38o20’N,2o0’W
FANOR,926,THYBAJ,363,44o5’N,5o10’E
FAPIDU,601,KALAMAR,322,31o35’N,1o25’E
FARLVEN,1660,ELDOR,299,42o20’N,16o10’W
FARUK,1376,DRHOKKER,363,45o20’N,6o35’E
FARYR,554,THYBAJ,367,40o45’N,4o5’E
FAS,367,KALAMAR,316,36o25’N,4o0’W
FASERIBALIDU,579,BASIR,320,32o30’N,4o50’W
FASESIDU,718,PARU'BOR,343,43o40’N,4o5’W
FASHYR,4900,THYBAJ,369,43o10’N,5o30’E
FAVAMIDU,528,KALAMAR,318,35o0’N,0o15’E
FAVIDO,1770,PEKAL,347,41o10’N,5o55’E
FAVRDEN,561,ELDOR,299,42o50’N,15o30’W
FAWODIDO,1159,PEKAL,346,41o30’N,6o15’W
FAWUBIDO,1458,KALAMAR,321,32o20’N,2o10’W
FAYDEN,456,MENDARN,303,37o20’N,19o15’W
FEBEGIDO,1946,PARU'BOR,344,44o45’N,2o50’W
FEBIDO,1813,TOKIS,312,37o50’N,5o20’W
FEBIDU,561,KALAMAR,313,37o25’N,0o40’W
FEBIDU,454,BASIR,320,33o45’N,5o25’W
FEDEN,423,PEL BROLENON,308,36o30’N,18o20’W
FEFIDO,1077,KALAMAR,321,33o20’N,2o50’W
FEFIDU,436,KALAMAR,322,32o30’N,1o55’E
FEGIDO,1047,TOKIS,312,37o55’N,4o50’W
FEKA'AHIDU,793,PARU'BOR,343,44o25’N,3o25’W
FEKA'UHIDO,1288,KALAMAR,316,36o25’N,3o55’W
FEKISEHIDU,592,TARISATO,325,28o45’N,1o35’E
FELIDO,1304,BASIR,316,35o30’N,4o25’W
FELIDU,461,KALAMAR,321,34o10’N,1o5’W
FENIDU,637,KALAMAR,322,33o40’N,0o40’E
FEORIMUE,1459,FAUTEE FOREST,378,33o40’N,5o30’E
FEPDEN,709,ELDOR,299,41o20’N,14o35’W
FESETIDO,1643,TOKIS,313,38o40’N,2o0’W
FESIDU,529,KALAMAR,321,33o45’N,2o0’W
FETHATHIMIDU,466,KALAMAR,322,33o5’N,0o5’E
FETHIDU,429,KALAMAR,321,33o45’N,2o25’W
FETIDO,1256,KALAMAR,322,33o15’N,1o30’E
FEWIDO,2413,KALAMAR,318,36o35’N,0o15’W
FEWIDU,868,KALAMAR,321,32o10’N,2o15’W
FID,395,KALAMAR,316,35o0’N,3o35’W
FIDOKA'OMIDU,872,PEKAL,346,41o55’N,7o20’W
FIHAMIDO,1540,KALAMAR,316,35o55’N,3o50’W
FIKIDU,427,KALAMAR,321,33o10’N,0o40’W
FILDEN,616,MENDARN,303,39o45’N,17o35’W
FIOVOUM,665,ASIOTUXOO ISLANDS,375,34o30’N,5o5’E
FIRRAGH,534,UL-KARG,406,28o0’N,19o5’W
FISIVANID,371,BASIR,320,33o10’N,4o30’W
FITIDU,746,BASIR,316,34o40’N,5o10’W
FITIRR,584,DRHOKKER,364,45o55’N,9o40’E
FITVEK,1659,RYTARR WOODS,360,47o55’N,12o5’E
FIVOR'NIDU,847,KALAMAR,325,30o35’N,1o25’E
FIZRRAKAZH,500,TARISATO,326,31o0’N,3o45’E
F'KAHIDU,489,KALAMAR,322,32o45’N,0o45’E
F'NIDO,1426,TOKIS,312,37o55’N,5o10’W
FOBAMIDO,1808,PEKAL,346,40o55’N,6o10’W
FOBIDO,947,KALAMAR,322,32o30’N,0o0’W
FODETA,8200,TOKIS,312,39o45’N,4o35’W
FOFIDU,499,TARISATO,325,29o50’N,2o5’E
FOHIDO,1165,KALAMAR,322,32o35’N,1o5’E
FOKA',309,BASIR,316,34o30’N,5o45’W
FOLIDU,512,KALAMAR,321,32o35’N,1o10’W
FOPASIDO,6100,KORAK,341,45o35’N,10o5’W
FORNVEN,1545,ELDOR,293,44o40’N,18o25’W
FORT ADASAIR,215,PEKAL,347,41o45’N,5o20’E
FOSCHONY,439,EK'GAKEL,343,46o0’N,4o10’W
FOTHOKA,370,KALAMAR,322,31o50’N,0o55’E
FOVANIDO,1965,KALAMAR,318,34o35’N,0o35’E
FOWIDO,761,PEKAL,346,42o50’N,6o20’W
FUBIDU,553,P'BAPAR,337,47o40’N,9o45’W
FUBIDU,665,TOKIS,348,40o35’N,2o55’E
FUBIDU,703,BASIR,320,34o15’N,5o5’W
FUBIDU,704,TARISATO,326,29o15’N,2o25’E
FUFIDO,1766,KALAMAR,320,33o50’N,3o55’W
FUHDEN,486,P'BAPAR,337,46o15’N,10o15’W
FUKATIDO,1690,TOKIS,313,39o25’N,1o55’W
FUKUT,1641,RYTARR WOODS,359,48o10’N,10o15’E
FULIDO,2283,KALAMAR,318,35o30’N,0o50’E
FULIDU,798,BASIR,316,35o45’N,5o15’W
FUOROUL,444,COUNAI HEIGHTS,319,36o45’N,4o50’E
FUP,391,KALAMAR,321,33o55’N,1o5’W
FURDEN,683,MENDARN,308,37o5’N,19o0’W
FUREDIDO,1332,EK'GAKEL,342,45o35’N,7o25’W
FURIDO,1521,TOKIS,313,39o5’N,2o20’W
FURIDO,1577,KALAMAR,321,32o15’N,1o55’W
FUTEDIDO,1170,KALAMAR,321,32o50’N,2o0’W
FUTH,592,THARGGY,361,44o5’N,1o50’E
FUTHIDU,454,DODERA,313,40o0’N,1o15’W
FUTHIDUHIDO,1727,TOKIS,312,38o10’N,4o55’W
FUTHUPIDU,566,BASIR,316,35o15’N,5o35’W
FUVAFIDO,981,TARISATO,325,28o50’N,1o25’E
FUWIDO,1863,P'BAPAR,337,46o20’N,9o45’W
FUWIDU,682,KALAMAR,323,32o10’N,2o15’E
F'VIDU,642,O'PAR,348,41o40’N,1o45’E
FYMAR,5200,REANAARIA BAY,365,44o40’N,10o50’E
FYRURR,624,SKARRNA,370,41o55’N,8o15’E
GABARUWIDU,726,TARISATO,325,29o25’N,1o50’E
GABYJ,499,SHYNABYTH,361,45o40’N,0o20’E
GADIDO,1886,BASIR,316,35o25’N,4o55’W
GADIDO,999,KALAMAR,318,35o30’N,1o25’E
GAFITIDO,2194,TOKIS,313,39o25’N,1o25’W
GAGIDU,485,KALAMAR,317,37o15’N,0o55’W
GAGINIDU,649,KALAMAR,318,34o55’N,0o0’W
GAJOBA,384,PRIVBOLSIAN ISLANDS,306,36o20’N,23o10’W
GAKA'ALUGUHIDO,1050,KALAMAR,325,31o20’N,1o45’E
GAKA'IVIDO,2300,KALAMAR,316,36o35’N,4o25’W
GAKETA,7700,TOKIS,313,38o50’N,2o55’W
GAKGOMAZH,308,UL-KARG,399,29o40’N,15o20’W
GAKK,863,SKARRNA,370,42o30’N,8o20’E
GAKUKA'IDO,2318,KALAMAR,322,33o20’N,1o10’E
GAKVOKIDU,416,EK'KASEL,346,43o0’N,6o55’W
GALDEDO,1270,ELOS DESERT,311,39o15’N,7o50’W
GALEPIDU,539,KALAMAR,322,32o55’N,1o45’E
GALIDO,2255,DODERA,366,41o40’N,0o5’W
GALIDU,476,KALAMAR,316,35o30’N,4o20’W
GALNVEN,1181,ELDOR,299,42o35’N,15o40’W
GANDVEN,942,ELDOR,299,43o5’N,16o30’W
GANIDU,478,KALAMAR,321,33o10’N,1o35’W
GANSHAHN,722,ZAZAHNI,408,27o55’N,13o55’W
GANVDEN,750,COSDOL,289,47o25’N,16o5’W
GANYNTH,794,SHYNABYTH,340,47o25’N,0o55’W
GANZHAHN,973,OZHVINMISH,394,31o55’N,10o0’W
GAP,333,TARISATO,326,29o30’N,2o55’E
GAPMISH,606,OZHVINMISH,393,31o55’N,13o25’W
GARDEN,535,KORAK,341,45o30’N,10o0’W
GARDEN,728,MENDARN,304,39o0’N,17o15’W
GARO-JYKY,499,SHYNABYTH,344,44o55’N,1o5’W
GASHMISH,1297,MEZNAMISH,392,31o25’N,15o50’W
GASHYF,686,SLEN,340,48o25’N,1o25’W
GATH,1537,DRHOKKER,363,45o0’N,6o15’E
GATHIDO,1540,TOKIS,347,40o35’N,4o0’E
GATIDU,428,BASIR,315,35o5’N,6o10’W
GAVLDEN,711,COSDOL,285,51o5’N,13o45’W
GAWIDO,799,PEKAL,346,42o40’N,6o40’W
GAZHRUGRAGH,482,NORGA-KRANGREL,346,40o40’N,8o50’W
GAZMAHN,696,OZHVINMISH,402,30o20’N,8o20’W
GEANAVUE,8400,COUNAI HEIGHTS,319,36o55’N,4o30’E
GEFIDU,602,KALAMAR,318,36o30’N,0o0’W
GEGDEN,504,ELDOR,293,43o40’N,18o10’W
GEHIDO,1476,PARU'BOR,343,44o50’N,3o55’W
GEHVEN,975,ELDOR,299,40o55’N,14o45’W
GEHZAMISH,710,MEZNAMISH,393,32o50’N,13o50’W
GEKOFIDO,1701,KALAMAR,321,33o55’N,2o50’W
GELPIFAGH,1215,TARISATO,326,28o50’N,4o30’E
GENIDU,693,KALAMAR,317,37o40’N,0o45’W
GENMUR,1030,SKARRNA,364,43o30’N,9o0’E
GENVEN,1621,ELDOR,293,44o20’N,18o0’W
GEPAR,388,PEKAL,346,42o15’N,7o0’W
GEPIDU,551,KALAMAR,318,35o30’N,0o0’E
GESAGH,2310,UL-KARG,399,29o20’N,15o25’W
GESHOZ-AHNOZH,RUINS,ZAZAHNI,400,30o15’N,14o10’W
GETHUTIDO,1471,O'PAR,348,42o40’N,2o45’E
GEVEN,1380,ELDOR,299,41o10’N,14o35’W
GEVORIDO,1018,EK'GAKEL,343,46o5’N,3o50’W
GEYD,652,THARGGY,366,41o10’N,1o50’E
GEZHAGH,1363,UL-KARG,398,29o20’N,17o50’W
GHETMUMAGH,1065,NORGA-KRANGREL,345,41o50’N,10o55’W
GHILAZH,523,NORGA-KRANGREL,345,42o5’N,9o50’W
GHIVAGH,874,UL-KARG,399,28o35’N,16o15’W
GHIZHAZH,679,NORGA-KRANGREL,345,43o10’N,9o45’W
GHOZAGH,1543,UL-KARG,399,29o25’N,17o15’W
GHUJESAZH,448,UL-KARG,399,28o35’N,16o40’W
GIANIIM,598,FAUTEE FOREST,323,33o50’N,4o50’E
GIBIDU,607,BASIR,316,35o25’N,5o30’W
GIBOWANIDO,2651,TOKIS,313,37o35’N,2o45’W
GIDIDU,887,KALAMAR,317,37o10’N,0o35’W
GIGEWIDU,490,KALAMAR,321,33o20’N,1o30’W
GIGUVAFITHIDU,840,KALAMAR,317,34o30’N,2o15’W
GIHAKIDU,525,DODERA,314,38o30’N,0o5’W
GIHIDO,1112,DODERA,348,40o30’N,1o0’E
GIHVEN,1222,MENDARN,303,38o5’N,17o35’W
GIILIA,7100,KEENORA TORS,372,38o0’N,5o10’E
GIK,345,KALAMAR,321,32o55’N,1o45’W
GIKETHIDU,429,KALAMAR,322,33o45’N,1o10’E
GIKIDU,440,KALAMAR,322,31o25’N,1o0’E
GIKK,434,DRHOKKER,357,47o15’N,4o50’E
GIMBATAGH,3500,TARISATO,326,29o20’N,3o35’E
GIMIKIDU,594,BASIR,312,37o30’N,5o45’W
GINVVEN,1973,MENDARN,299,40o20’N,16o50’W
GIPIRIDU,520,PARU'BOR,343,44o15’N,3o45’W
GIRNDEN,363,KORAK,341,44o15’N,10o0’W
GIRNDEN,588,MENDARN,304,37o55’N,17o10’W
GIRRUKK,987,DRHOKKER,358,46o15’N,5o55’E
GIRUDOTHIDO,1357,KALAMAR,320,34o15’N,4o20’W
GITHAWETHIDO,1161,KALAMAR,318,34o45’N,0o40’E
GITIDU,771,KALAMAR,316,34o55’N,4o15’W
GITIDU,574,KALAMAR,322,33o20’N,2o5’E
GITIDU,440,KALAMAR,323,33o40’N,3o15’E
GIWIDO,1599,KALAMAR,318,34o40’N,0o20’W
GOBIDO,1456,TARISATO,325,29o30’N,1o25’E
GODAZH,372,NORGA-KRANGREL,341,43o20’N,10o10’W
GOGIDO,3200,TARISATO,329,27o50’N,3o40’E
GOHADIDO,1304,BASIR,320,33o50’N,4o15’W
GOHGAHNI,408,OZHVINMISH,395,31o30’N,8o40’W
GOHMISH,456,OZHVINMISH,402,29o30’N,7o50’W
GOHZMISH,1002,MEZNAMISH,392,33o0’N,15o25’W
GOMAHIDO,1558,EK'GAKEL,343,45o50’N,4o30’W
GOMMISH,1014,MEZNAMISH,399,31o10’N,16o35’W
GONAAP,701,ZAZAHNI,401,28o55’N,10o45’W
GONVEN,1940,ELDOR,298,42o40’N,18o5’W
GOOSIUR,581,NANAKARY FOREST,373,38o20’N,9o10’E
GORIDO,1333,PEKAL,346,41o30’N,6o45’W
GORIDO,1233,KALAMAR,325,30o0’N,1o25’E
GORLDEN,722,MENDARN,299,40o20’N,15o35’W
GOSIDU,794,KALAMAR,322,32o10’N,0o30’E
GOTHMERR,3300,DRHOKKER,358,46o30’N,7o15’E
GOVIDO,1114,KORAK,345,42o50’N,8o55’W
GOVLVEN,920,ELDOR,295,46o10’N,13o55’W
GOVOSIDU,578,KALAMAR,318,35o40’N,0o55’E
GOWIDO,913,KALAMAR,318,36o45’N,2o10’E
GOWIDU,644,KALAMAR,323,31o55’N,2o20’E
GOZHAHN,397,OZHVINMISH,402,31o5’N,8o20’W
GRAGRAGH,712,UL-KARG,398,29o25’N,18o25’W
GRERZAGH,576,TARISATO,326,30o45’N,3o30’E
GRIHONDAGH,540,UL-KARG,406,27o20’N,17o55’W
GROFAGH,360,NORGA-KRANGREL,341,43o20’N,10o30’W
GROLVEN,1127,BRONISH,397,30o55’N,20o45’W
GRUHGREMAGH,703,TARISATO,326,29o15’N,3o40’E
G'SOKA'AF,339,KALAMAR,285,36o15’N,0o55’E
GUDIDO,1269,TOKIS,347,40o50’N,3o50’E
GUF,374,PARU'BOR,344,45o10’N,1o45’W
GUGHANDAZ,498,NORGA-KRANGREL,345,40o40’N,10o5’W
GUHIDO,1339,KALAMAR,318,36o55’N,0o15’W
GUHIDU,540,KALAMAR,321,34o15’N,0o35’W
GUHIDU,597,KALAMAR,322,31o30’N,1o20’E
GUHVIBAZH,357,NORGA-KRANGREL,345,40o25’N,9o25’W
GULIDU,444,KALAMAR,323,32o30’N,2o15’E
GULUNA,145,KALAMAR,321,33o50’N,0o40’W
GUMINIDU,487,TOKIS,313,39o35’N,1o35’W
GUNIBIDU,547,TARISATO,326,29o25’N,2o20’E
GURDVEN,914,ELDOR,288,46o20’N,17o25’W
GURRAGH,646,TARISATO,326,29o5’N,4o25’E
GURRRAPAZH,482,UL-KARG,399,29o45’N,15o40’W
GUSPVEN,1451,PEL BROLENON,309,36o50’N,16o50’W
GUTIDO,1036,KALAMAR,321,33o0’N,2o40’W
GUTIDU,508,TARISATO,326,29o10’N,2o15’E
GUVEGIBIDU,549,TARISATO,325,29o45’N,1o35’E
GUVIDU,648,KALAMAR,322,32o40’N,0o20’W
GUVLDEN,667,MENDARN,303,38o20’N,17o45’W
GUVLVEN,RUINS,ELDOR,299,42o25’N,15o45’W
GUWDEN,722,ELDOR,298,42o30’N,18o30’W
GUWIDU,832,KALAMAR,322,31o30’N,0o5’W
GUZDEN,396,MENDARN,304,38o40’N,17o5’W
GUZVEN,1483,PEL BROLENON,308,36o10’N,17o20’W
GYBAR,957,SHYNABYTH,344,46o10’N,0o55’W
GYKY,491,SLEN,340,48o45’N,1o40’W
GYRY,812,THYBAJ,363,44o30’N,5o15’E
GYSATH,1669,THYBAJ,363,44o30’N,5o35’E
GYSHYTH,522,THYBAJ,368,38o50’N,3o35’E
GYTH,1084,THARGGY,366,40o55’N,1o25’E
GYTOR,356,THYBAJ,367,41o50’N,3o55’E
HAANEX,350,SKARRNA,369,41o55’N,7o45’E
HABONAGIDU,527,KALAMAR,321,34o15’N,2o15’W
HADAPIDO,1093,TOKIS,313,39o45’N,1o40’W
HADEN,508,PEL BROLENON,309,35o50’N,15o10’W
HADIDU,672,KALAMAR,316,36o30’N,4o10’W
HAFDEN,409,COSDOL,285,50o10’N,13o35’W
HAFIDU,558,KALAMAR,322,32o55’N,0o5’E
HAFIDU,468,KALAMAR,322,33o30’N,0o25’E
HAGIDU,639,KALAMAR,321,34o15’N,2o20’W
HAHAVIDU,603,TARISATO,325,28o20’N,2o10’E
HAHIDO,1089,KALAMAR,325,31o15’N,2o5’E
HAHSHAHN,2468,ZAZAHNI,408,27o50’N,13o0’W
HAHZMAHN,1414,ZAZAHNI,409,28o0’N,10o55’W
HAHZMISH,2102,MEZNAMISH,392,32o5’N,15o35’W
HAJYJ,456,KHYDOBAN DESERT,379,34o5’N,9o35’E
HALIDU,564,TARISATO,325,29o10’N,1o35’E
HAMZHAHN,929,OZHVINMISH,395,32o15’N,8o55’W
HANIDO,1893,KALAMAR,318,36o50’N,2o0’E
HANIDU,487,KALAMAR,325,30o55’N,2o5’E
HANIVOBANIDO,1266,KALAMAR,318,34o50’N,0o20’W
HANOWHAHN,448,OZHVINMISH,393,31o55’N,12o35’W
HAPIDU,529,KALAMAR,325,31o0’N,1o55’E
HAREGIDO,1425,O'PAR,366,41o40’N,0o20’W
HARIDO,1886,KALAMAR,318,36o20’N,0o15’W
HAS,720,P'BAPAR,337,47o35’N,10o40’W
HASEK'WIDO,988,KALAMAR,318,35o25’N,1o20’E
HASHMAHN,1360,ZAZAHNI,400,30o20’N,11o45’W
HASHNAHNI,408,OZHVINMISH,395,32o15’N,8o40’W
HASVAHN,315,OZHVINMISH,394,32o40’N,10o35’W
HATAK,1171,ELOS DESERT,310,35o35’N,13o35’W
HATDEN,425,MENDARN,308,37o0’N,18o25’W
HATHYSH,RUINS,COUNAI HEIGHTS,368,38o0’N,3o25’E
HATIDU,453,KALAMAR,318,36o50’N,0o5’E
HAV,342,TARISATO,326,28o35’N,2o55’E
HAVIKA'EHIDU,447,TARISATO,329,28o20’N,2o50’E
HAVIWUBUL,331,BASIR,320,33o0’N,4o35’W
HAVRDEN,805,ELDOR,299,40o40’N,16o25’W
HAWVEN,1203,MENDARN,308,37o15’N,19o10’W
HEAP-AHNOZH,1475,ZAZAHNI,400,29o55’N,12o15’W
HEBIDU,499,KALAMAR,322,31o40’N,0o50’E
HECDEN,489,ELDOR,298,43o10’N,17o55’W
HEDIDU,668,KALAMAR,321,33o20’N,2o15’W
HEDIDU,608,KALAMAR,322,32o30’N,0o30’W
HEDUKIDU,629,KALAMAR,322,31o50’N,1o5’E
HEFDEN,481,ELDOR,299,42o30’N,16o40’W
HEFIDU,566,KALAMAR,317,36o35’N,1o5’W
HEFIDU,512,KALAMAR,322,32o40’N,1o15’E
HEGIDU,868,BASIR,316,34o35’N,4o25’W
HEGUHIPIDO,1945,TOKIS,312,39o25’N,3o50’W
HEHAHNI,1375,ZAZAHNI,409,28o0’N,9o0’W
HEHIMISH,316,OZHVINMISH,394,32o0’N,11o15’W
HEHIVAHNI,821,AHZNOMAHN,402,28o55’N,8o40’W
HEHZAZH,472,TARISATO,326,29o55’N,3o30’E
HEKA'AS,218,PEKAL,346,41o45’N,7o10’W
HEKPEGHAGH,2116,UL-KARG,399,28o45’N,16o15’W
HEMDEN,616,ELDOR,299,42o20’N,15o55’W
HEMISH,1866,OZHVINMISH,393,33o5’N,13o30’W
HEMISH,1192,MEZNAMISH,399,30o40’N,16o25’W
HEMZHAHNI,464,AHZNOMAHN,402,30o35’N,7o25’W
HENDDEN,319,BRONISH,397,30o55’N,20o20’W
HENMERKK,473,DRHOKKER,364,45o30’N,8o25’E
HENSHNAHNI,769,OZHVINMISH,394,32o5’N,10o5’W
HENUKADIDO,1104,KALAMAR,317,36o20’N,2o40’W
HEOGOZ,533,KEENORA TORS,368,37o55’N,4o55’E
HERAZUE,439,NANAKARY FOREST,373,38o30’N,9o0’E
HERDDEN,377,DELNONDRIAN ISLANDS,298,42o0’N,19o55’W
HESHVAHN,1088,ZAZAHNI,401,28o35’N,11o25’W
HETHUTAZH,403,UL-KARG,399,28o40’N,16o45’W
HETIVIDU,673,KALAMAR,321,32o10’N,0o40’W
HEVIDU,578,KALAMAR,322,31o30’N,0o5’E
HEZMAHN,1035,AHZNOMAHN,410,27o15’N,6o55’W
H'FOTIDU,553,KALAMAR,322,33o40’N,1o0’E
HIAKK,1019,SKARRNA,370,42o40’N,7o55’E
HIBIDO,2703,KALAMAR,316,34o30’N,4o25’W
HIDIDU,631,KALAMAR,322,32o40’N,0o10’W
HIHDEN,772,COSDOL,290,48o20’N,13o45’W
HIKA'IDU,485,KALAMAR,322,32o5’N,0o5’E
HILNDEN,465,ELDOR,298,42o35’N,18o15’W
HIMISH,1242,ZAZAHNI,401,30o35’N,10o45’W
HIMNIHOLN,425,EK'GAKEL,342,46o10’N,6o35’W
HINAHN,943,ZAZAHNI,408,28o10’N,13o10’W
HINDSUSAZH,467,TARISATO,326,31o10’N,3o30’E
HINIWOPIDO,2713,O'PAR,348,41o15’N,1o50’E
HINKAR,382,SKARRNA,364,44o40’N,8o40’E
HINOZ,397,OZHVINMISH,393,33o10’N,13o25’W
HINSVAHNI,393,AHZNOMAHN,403,29o30’N,5o55’W
HINVAHN,507,AHZNOMAHN,402,28o35’N,7o40’W
HIPAWIDU,730,KALAMAR,325,30o10’N,1o20’E
HIREKK,518,THARGGY,367,41o25’N,3o20’E
HIRKK,587,SKARRNA,364,43o40’N,9o25’E
HITH,431,SKARRNA,364,43o50’N,8o20’E
HITHIDO,1808,KALAMAR,321,33o30’N,3o15’W
HITIDO,1569,TOKIS,313,38o30’N,2o50’W
HITIDU,629,PARU'BOR,344,44o50’N,1o45’W
HITIDU,559,O'PAR,348,42o20’N,1o10’E
HITIDU,667,BASIR,320,34o15’N,5o10’W
HIVKUSAGH,732,TARISATO,329,28o0’N,4o30’E
HIVOVIDO,2201,TOKIS,312,38o5’N,4o35’W
HIWOHIRIDU,567,KALAMAR,318,36o20’N,0o5’E
HIZZAHNI,RUINS,ZAZAHNI,400,29o45’N,14o25’W
HOBIDO,846,PEKAL,346,42o0’N,6o35’W
HODUSUREPIDO,935,TOKIS,312,38o25’N,4o5’W
HOFIDU,577,KALAMAR,317,37o0’N,0o50’W
HOHLMAHN,1265,MEZNAMISH,392,31o30’N,16o0’W
HOHMISH,1609,MEZNAMISH,399,31o10’N,15o45’W
HOHMISH,381,OZHVINMISH,401,31o15’N,9o25’W
HOHNNAHN,RUINS,ZAZAHNI,400,29o30’N,14o20’W
HOHNZAHNI,473,AHZNOMAHN,402,29o30’N,8o45’W
HOHZOHZ,1064,MEZNAMISH,392,33o20’N,15o0’W
HOKAGH,1286,NORGA-KRANGREL,345,42o40’N,9o40’W
HOKIDU,644,KALAMAR,323,33o15’N,2o25’E
HOLMDEN,875,ELDOR,298,43o5’N,17o25’W
HOMIMISH,305,OZHVINMISH,394,33o20’N,10o30’W
HOMISH,2927,MEZNAMISH,392,32o35’N,15o15’W
HOMISH,849,OZHVINMISH,393,32o50’N,13o25’W
HOMISH,1768,ZAZAHNI,409,27o50’N,9o20’W
HOMIWAHN,699,OZHVINMISH,401,31o15’N,9o15’W
HON,399,P'BAPAR,337,46o40’N,10o20’W
HONIDO,2115,O'PAR,348,42o30’N,2o20’E
HOSEHNMISH,2691,MEZNAMISH,399,31o15’N,15o55’W
HOSIDO,1577,KALAMAR,318,35o45’N,0o10’W
HOSNAHN,1339,MEZNAMISH,399,31o0’N,15o15’W
HOTHIDU,687,KALAMAR,322,34o0’N,0o50’E
HOUNUN,750,FAUTEE PENINSULA,378,32o25’N,5o35’E
HOVORDEN,504,EK'GAKEL,343,45o30’N,5o50’W
HOWSAHNI,935,MEZNAMISH,392,32o10’N,16o0’W
HOW'THIDU,432,KALAMAR,318,37o5’N,0o5’W
HOZAZAHN,1130,MEZNAMISH,399,30o35’N,16o20’W
HOZGAHNI,1376,OZHVINMISH,395,31o55’N,8o5’W
HOZHTAHN,1348,ZAZAHNI,400,30o5’N,12o0’W
HOZMISH,361,OZHVINMISH,393,32o35’N,13o25’W
HOZZAHNI,361,OZHVINMISH,395,31o50’N,8o45’W
HUBEFUNIDU,495,BASIR,320,33o10’N,5o0’W
HUCDEN,540,ELDOR,299,42o30’N,16o55’W
HUD,379,KALAMAR,322,31o40’N,0o15’E
HUDEPIDO,1856,KALAMAR,325,31o10’N,0o25’W
HUDVEN,1983,ELDOR,299,42o25’N,17o5’W
HUF'GIDU,450,TOKIS,313,38o15’N,2o55’W
HUFIDO,1135,DODERA,314,38o10’N,0o30’W
HUHETOR,363,KALAMAR,321,32o25’N,1o35’W
HUHIDO,902,KALAMAR,322,33o5’N,1o0’E
HULIDO,980,KALAMAR,321,33o45’N,1o30’W
HULLOER,416,KAOTOON ISLAND,375,36o5’N,6o0’E
HULNVEN,1434,ELDOR,299,42o10’N,15o35’W
HUMAHIDU,632,DODERA,314,39o0’N,0o30’E
HUMIDU,473,KALAMAR,323,33o20’N,3o15’E
HUPUWIDU,415,KALAMAR,322,32o40’N,1o25’E
